ts,open,high,low,close,volume,signal
2025-06-01 00:00:00,104591.88,104647.11,104591.88,104647.11,10.71688,
2025-06-01 00:01:00,104647.1,104647.11,104586.63,104600.77,7.66093,HOLD
2025-06-01 00:02:00,104600.77,104600.77,104537.73,104584.9,14.36089,HOLD
2025-06-01 00:03:00,104584.9,104605.6,104571.9,104571.9,5.73848,HOLD
2025-06-01 00:04:00,104571.91,104571.91,104530.42,104530.43,5.93259,HOLD
2025-06-01 00:05:00,104530.43,104559.56,104530.42,104555.93,4.76396,HOLD
2025-06-01 00:06:00,104555.93,104559.56,104552.29,104552.29,3.63087,HOLD
2025-06-01 00:07:00,104552.29,104552.29,104527.69,104527.7,4.47083,HOLD
2025-06-01 00:08:00,104527.69,104535.84,104509.21,104524.05,8.5074,HOLD
2025-06-01 00:09:00,104524.05,104535.84,104524.05,104535.84,1.23023,HOLD
2025-06-01 00:10:00,104535.84,104536.59,104525.11,104525.12,3.28501,HOLD
2025-06-01 00:11:00,104525.11,104525.12,104506.11,104510.94,7.06215,HOLD
2025-06-01 00:12:00,104510.94,104520.27,104510.13,104510.14,2.90888,HOLD
2025-06-01 00:13:00,104510.13,104510.13,104454.41,104475.04,9.24726,HOLD
2025-06-01 00:14:00,104475.03,104475.04,104462.55,104473.01,1.69669,HOLD
2025-06-01 00:15:00,104473.01,104487.81,104414.88,104429.12,8.2378,HOLD
2025-06-01 00:16:00,104429.12,104449.18,104419.11,104449.18,6.2508,HOLD
2025-06-01 00:17:00,104449.18,104457.13,104404.75,104439.01,10.80775,HOLD
2025-06-01 00:18:00,104439.01,104461.74,104396.22,104413.62,11.65008,HOLD
2025-06-01 00:19:00,104413.62,104462.18,104413.61,104462.18,5.17749,HOLD
2025-06-01 00:20:00,104462.17,104490.57,104462.17,104490.55,3.58193,HOLD
2025-06-01 00:21:00,104490.56,104490.57,104490.55,104490.57,1.57744,HOLD
2025-06-01 00:22:00,104490.57,104490.57,104461.47,104461.47,3.30593,HOLD
2025-06-01 00:23:00,104461.48,104461.48,104374.79,104386.17,7.09031,HOLD
2025-06-01 00:24:00,104386.17,104474.11,104386.16,104433.71,6.98317,HOLD
2025-06-01 00:25:00,104433.7,104453.82,104396.22,104396.23,5.37994,HOLD
2025-06-01 00:26:00,104396.22,104419.8,104396.22,104398.58,3.0182,HOLD
2025-06-01 00:27:00,104398.58,104457.71,104398.58,104435.13,13.77306,HOLD
2025-06-01 00:28:00,104435.12,104435.13,104381.24,104381.25,3.51441,HOLD
2025-06-01 00:29:00,104381.25,104404.35,104370.26,104380.96,5.25828,HOLD
2025-06-01 00:30:00,104380.95,104380.96,104320.02,104354.36,16.00568,HOLD
2025-06-01 00:31:00,104354.36,104378.55,104338.67,104358.31,5.10768,HOLD
2025-06-01 00:32:00,104358.31,104424.85,104358.31,104403.14,6.1989,HOLD
2025-06-01 00:33:00,104403.15,104406.33,104341.46,104355.9,11.27637,HOLD
2025-06-01 00:34:00,104355.9,104373.49,104349.47,104373.49,2.83908,HOLD
2025-06-01 00:35:00,104373.49,104443.39,104373.48,104443.39,6.3042,HOLD
2025-06-01 00:36:00,104443.4,104443.4,104419.95,104439.02,2.44763,HOLD
2025-06-01 00:37:00,104439.01,104443.4,104439.01,104443.4,1.97934,HOLD
2025-06-01 00:38:00,104443.39,104450.0,104429.83,104450.0,3.34913,HOLD
2025-06-01 00:39:00,104450.0,104455.96,104432.95,104455.96,3.21231,HOLD
2025-06-01 00:40:00,104455.95,104455.95,104441.11,104452.66,2.529,HOLD
2025-06-01 00:41:00,104452.66,104452.66,104434.34,104434.34,4.04674,HOLD
2025-06-01 00:42:00,104434.35,104439.03,104434.34,104439.03,2.09055,HOLD
2025-06-01 00:43:00,104439.03,104455.34,104439.03,104455.33,2.02867,HOLD
2025-06-01 00:44:00,104455.33,104455.35,104455.33,104455.34,0.90849,HOLD
2025-06-01 00:45:00,104455.34,104480.0,104455.34,104480.0,2.71044,HOLD
2025-06-01 00:46:00,104479.99,104480.0,104455.38,104455.38,2.03048,HOLD
2025-06-01 00:47:00,104455.34,104455.34,104417.14,104429.44,4.02248,HOLD
2025-06-01 00:48:00,104429.45,104443.4,104429.44,104435.56,2.46118,HOLD
2025-06-01 00:49:00,104435.56,104446.02,104435.56,104443.4,2.34065,HOLD
2025-06-01 00:50:00,104443.39,104443.4,104443.39,104443.39,0.60014,HOLD
2025-06-01 00:51:00,104443.39,104443.4,104443.39,104443.39,1.14767,HOLD
2025-06-01 00:52:00,104443.39,104454.26,104443.39,104454.26,2.30175,HOLD
2025-06-01 00:53:00,104454.25,104454.26,104443.8,104443.8,1.22641,HOLD
2025-06-01 00:54:00,104443.81,104443.81,104404.13,104404.13,2.54656,HOLD
2025-06-01 00:55:00,104404.13,104404.14,104390.24,104404.03,7.89503,HOLD
2025-06-01 00:56:00,104404.03,104415.65,104404.03,104415.65,3.19133,HOLD
2025-06-01 00:57:00,104415.65,104415.65,104415.64,104415.65,0.55848,HOLD
2025-06-01 00:58:00,104415.65,104424.67,104415.64,104424.66,1.29791,HOLD
