ts,open,high,low,close,volume
2025-06-13 07:21:00,104488.01,104488.01,104421.51,104421.51,6.58537
2025-06-13 07:22:00,104421.51,104456.5,104401.49,104432.27,9.06066
2025-06-13 07:23:00,104432.77,104544.5,104431.57,104544.49,16.7838
2025-06-13 07:24:00,104544.5,104637.35,104544.5,104637.35,24.53727
2025-06-13 07:25:00,104637.34,104730.22,104637.34,104679.5,20.9971
2025-06-13 07:26:00,104679.5,104739.43,104648.68,104648.68,9.16924
2025-06-13 07:27:00,104648.69,104694.5,104648.68,104692.49,3.10232
2025-06-13 07:28:00,104692.49,104731.32,104679.43,104692.1,6.4901
2025-06-13 07:29:00,104692.1,104814.64,104692.1,104790.77,38.31709
2025-06-13 07:30:00,104790.77,104791.53,104761.06,104791.52,49.40522
2025-06-13 07:31:00,104791.53,104830.95,104762.43,104815.51,29.25673
2025-06-13 07:32:00,104815.51,104843.82,104766.0,104781.48,25.87048
2025-06-13 07:33:00,104781.49,104797.92,104781.48,104793.36,12.21858
2025-06-13 07:34:00,104793.37,104793.37,104703.65,104703.66,19.00365
2025-06-13 07:35:00,104703.66,104729.91,104693.2,104713.74,21.19572
2025-06-13 07:36:00,104713.75,104728.1,104676.68,104676.68,29.37385
2025-06-13 07:37:00,104676.69,104676.69,104604.09,104639.8,34.77769
2025-06-13 07:38:00,104639.81,104668.84,104639.8,104666.35,16.27904
2025-06-13 07:39:00,104666.36,104737.85,104648.68,104648.68,26.47837
2025-06-13 07:40:00,104648.69,104691.69,104648.68,104648.68,19.30232
2025-06-13 07:41:00,104648.69,104662.29,104623.06,104628.0,25.35502
2025-06-13 07:42:00,104628.01,104647.76,104605.26,104647.75,12.51921
2025-06-13 07:43:00,104647.76,104739.5,104647.75,104739.5,36.53914
2025-06-13 07:44:00,104739.5,104744.03,104707.49,104707.49,15.25921
2025-06-13 07:45:00,104707.5,104707.5,104605.26,104661.01,25.92531
2025-06-13 07:46:00,104661.02,104742.16,104661.01,104690.65,23.88959
2025-06-13 07:47:00,104690.64,104735.53,104690.64,104721.63,12.06833
2025-06-13 07:48:00,104721.63,104721.64,104649.46,104680.0,18.2157
2025-06-13 07:49:00,104680.01,104735.53,104657.22,104657.23,17.09231
2025-06-13 07:50:00,104657.23,104774.38,104657.22,104767.01,14.7909
2025-06-13 07:51:00,104767.01,104785.98,104761.1,104764.02,29.18637
2025-06-13 07:52:00,104764.02,104864.2,104750.0,104835.54,36.26989
2025-06-13 07:53:00,104835.55,104915.0,104794.19,104898.51,85.43461
2025-06-13 07:54:00,104898.51,104925.01,104863.04,104871.35,27.84978
2025-06-13 07:55:00,104871.35,104955.61,104871.34,104955.0,49.29367
2025-06-13 07:56:00,104955.01,104970.12,104902.34,104902.34,38.6738
2025-06-13 07:57:00,104902.34,104938.25,104902.34,104935.99,20.43174
2025-06-13 07:58:00,104935.99,104937.74,104900.36,104914.81,18.04282
2025-06-13 07:59:00,104914.81,104914.82,104872.98,104895.0,26.08321
2025-06-13 08:00:00,104895.01,104932.69,104895.0,104910.49,14.98638
2025-06-13 08:01:00,104910.49,105010.1,104910.48,104969.68,52.25088
2025-06-13 08:02:00,104969.67,104984.5,104932.8,104932.8,16.96981
2025-06-13 08:03:00,104932.81,105010.1,104932.81,104977.52,51.9989
2025-06-13 08:04:00,104977.52,104977.53,104957.01,104965.15,21.05203
2025-06-13 08:05:00,104965.15,104965.15,104918.5,104943.97,19.14856
2025-06-13 08:06:00,104943.97,104977.84,104909.86,104924.25,21.19762
2025-06-13 08:07:00,104924.24,104952.64,104876.0,104952.64,21.86511
2025-06-13 08:08:00,104952.64,105006.74,104952.64,105006.71,18.57299
2025-06-13 08:09:00,105006.72,105114.88,105006.71,105087.5,100.90615
2025-06-13 08:10:00,105087.5,105141.41,105076.11,105134.0,37.68207
2025-06-13 08:11:00,105134.0,105138.14,105089.38,105120.93,19.08656
2025-06-13 08:12:00,105120.93,105181.82,105120.92,105181.82,40.27744
2025-06-13 08:13:00,105181.81,105282.83,105181.81,105265.0,91.6107
2025-06-13 08:14:00,105264.99,105434.34,105264.99,105396.5,142.41534
2025-06-13 08:15:00,105396.5,105400.0,105350.0,105366.85,31.91962
2025-06-13 08:16:00,105366.85,105390.25,105341.0,105342.0,26.89462
2025-06-13 08:17:00,105342.0,105434.34,105333.51,105393.13,17.32804
2025-06-13 08:18:00,105393.13,105393.14,105329.0,105358.82,25.14929
2025-06-13 08:19:00,105358.82,105389.62,105312.18,105314.58,14.35735
2025-06-13 08:20:00,105314.58,105334.85,105282.57,105282.58,13.64113
2025-06-13 08:21:00,105282.57,105282.58,105146.49,105146.49,26.21342
2025-06-13 08:22:00,105146.5,105195.01,105146.01,105185.0,18.0747
2025-06-13 08:23:00,105185.0,105200.0,105161.92,105164.66,26.56555
2025-06-13 08:24:00,105164.65,105243.17,105164.65,105243.16,18.94612
2025-06-13 08:25:00,105243.17,105264.82,105110.9,105110.91,33.66256
2025-06-13 08:26:00,105110.9,105144.5,105087.86,105087.86,19.74741
2025-06-13 08:27:00,105087.86,105115.43,105070.86,105115.42,23.91144
2025-06-13 08:28:00,105115.42,105150.28,105108.24,105132.25,22.79419
2025-06-13 08:29:00,105132.26,105137.94,105119.5,105119.5,7.69921
2025-06-13 08:30:00,105119.5,105119.5,105070.04,105096.69,14.10572
2025-06-13 08:31:00,105096.7,105126.32,105096.7,105116.73,19.91089
2025-06-13 08:32:00,105116.72,105176.89,105101.0,105176.89,22.02915
2025-06-13 08:33:00,105177.0,105223.89,105140.01,105156.45,23.20929
2025-06-13 08:34:00,105156.46,105187.14,105129.79,105187.14,18.9811
2025-06-13 08:35:00,105187.14,105220.98,105169.73,105189.06,28.60602
2025-06-13 08:36:00,105189.05,105189.06,105071.71,105071.72,23.2975
2025-06-13 08:37:00,105071.72,105089.4,105039.47,105076.0,30.45733
2025-06-13 08:38:00,105076.0,105211.71,105076.0,105206.73,26.45033
2025-06-13 08:39:00,105206.74,105206.74,105107.02,105111.2,15.26744
2025-06-13 08:40:00,105111.21,105140.0,105037.45,105082.9,14.02735
2025-06-13 08:41:00,105082.89,105082.89,105001.25,105001.25,8.7782
2025-06-13 08:42:00,105001.25,105001.25,104930.94,104930.94,12.50952
2025-06-13 08:43:00,104930.95,104936.0,104908.46,104920.94,12.1134
2025-06-13 08:44:00,104920.95,104920.95,104920.94,104920.94,3.48435
2025-06-13 08:45:00,104920.95,104920.95,104736.21,104742.0,20.38868
2025-06-13 08:46:00,104741.99,104898.69,104741.99,104898.68,13.0022
2025-06-13 08:47:00,104898.69,104898.69,104822.84,104822.85,5.16211
2025-06-13 08:48:00,104822.85,104865.79,104809.51,104854.0,6.97267
2025-06-13 08:49:00,104853.99,104940.0,104853.99,104909.24,6.59831
2025-06-13 08:50:00,104909.23,104909.23,104847.45,104898.03,5.67105
2025-06-13 08:51:00,104898.03,104939.17,104867.48,104867.48,6.18186
2025-06-13 08:52:00,104867.49,104892.0,104844.0,104879.09,5.78617
2025-06-13 08:53:00,104879.09,104912.0,104866.76,104872.01,5.79659
2025-06-13 08:54:00,104872.0,104872.0,104737.4,104752.45,8.79825
2025-06-13 08:55:00,104752.45,104766.0,104690.85,104730.21,16.95063
2025-06-13 08:56:00,104730.2,104758.67,104716.35,104740.28,9.87486
2025-06-13 08:57:00,104740.27,104791.17,104740.27,104790.0,7.16777
2025-06-13 08:58:00,104790.01,104812.0,104781.81,104812.0,10.8651
2025-06-13 08:59:00,104812.0,104813.52,104739.44,104739.45,5.18629
2025-06-13 09:00:00,104739.44,104760.0,104705.65,104733.68,15.35135
2025-06-13 09:01:00,104733.68,104760.0,104714.42,104760.0,7.35801
2025-06-13 09:02:00,104760.0,104760.0,104654.0,104681.22,13.25629
2025-06-13 09:03:00,104681.22,104681.22,104640.43,104680.0,13.68915
2025-06-13 09:04:00,104680.0,104697.4,104636.73,104673.71,18.9449
2025-06-13 09:05:00,104673.7,104723.98,104652.92,104723.98,9.68582
2025-06-13 09:06:00,104723.98,104762.1,104678.94,104752.2,8.99664
2025-06-13 09:07:00,104752.21,104765.8,104725.5,104733.86,5.06367
2025-06-13 09:08:00,104733.85,104760.0,104708.82,104736.63,8.42266
2025-06-13 09:09:00,104736.62,104757.8,104692.99,104709.54,6.76602
2025-06-13 09:10:00,104709.55,104721.98,104660.0,104660.01,8.22059
2025-06-13 09:11:00,104660.0,104715.06,104659.08,104692.81,4.38662
2025-06-13 09:12:00,104692.11,104708.97,104682.79,104708.0,3.60604
2025-06-13 09:13:00,104708.0,104732.84,104636.6,104647.07,17.28331
2025-06-13 09:14:00,104647.06,104712.23,104583.18,104712.23,12.58381
2025-06-13 09:15:00,104712.23,104785.24,104672.07,104785.21,15.45425
2025-06-13 09:16:00,104785.22,104785.22,104706.44,104725.28,12.9894
2025-06-13 09:17:00,104725.27,104749.18,104652.22,104720.0,22.80376
2025-06-13 09:18:00,104720.0,104720.0,104555.84,104570.72,90.83266
2025-06-13 09:19:00,104570.73,104683.18,104570.72,104627.49,12.28665
2025-06-13 09:20:00,104627.5,104673.0,104627.49,104667.5,23.24116
2025-06-13 09:21:00,104667.5,104667.5,104616.8,104648.68,4.95315
2025-06-13 09:22:00,104648.68,104701.04,104639.39,104639.4,7.71995
2025-06-13 09:23:00,104639.39,104639.39,104514.21,104571.49,34.26142
2025-06-13 09:24:00,104571.49,104619.82,104565.77,104584.01,4.69187
2025-06-13 09:25:00,104584.01,104584.01,104500.0,104500.0,46.52025
2025-06-13 09:26:00,104500.0,104618.01,104500.0,104618.01,9.15876
2025-06-13 09:27:00,104618.0,104648.69,104563.99,104627.81,18.04188
2025-06-13 09:28:00,104627.8,104705.12,104627.8,104705.11,8.0505
2025-06-13 09:29:00,104705.12,104735.53,104692.63,104692.63,12.82908
2025-06-13 09:30:00,104692.63,104772.85,104648.68,104762.31,25.3824
2025-06-13 09:31:00,104762.31,104765.2,104692.11,104692.11,15.61744
2025-06-13 09:32:00,104692.11,104702.6,104692.1,104701.5,4.84092
2025-06-13 09:33:00,104701.5,104716.84,104627.99,104692.1,19.01123
2025-06-13 09:34:00,104692.1,104692.11,104648.68,104648.68,3.88083
2025-06-13 09:35:00,104648.69,104648.69,104580.0,104580.0,7.79961
2025-06-13 09:36:00,104580.01,104590.51,104539.62,104590.5,6.21783
2025-06-13 09:37:00,104590.51,104648.69,104590.51,104599.0,5.18691
2025-06-13 09:38:00,104599.0,104633.0,104583.5,104633.0,2.46042
2025-06-13 09:39:00,104633.0,104681.09,104631.0,104681.09,5.75107
2025-06-13 09:40:00,104681.1,104753.44,104681.1,104703.02,3.72616
2025-06-13 09:41:00,104703.02,104703.03,104630.0,104653.16,5.51897
2025-06-13 09:42:00,104653.16,104676.83,104624.0,104624.0,3.6339
2025-06-13 09:43:00,104624.0,104624.0,104605.26,104620.28,3.69817
2025-06-13 09:44:00,104620.29,104675.63,104620.29,104675.62,3.45236
2025-06-13 09:45:00,104675.62,104730.86,104672.36,104672.36,4.46867
2025-06-13 09:46:00,104672.36,104677.71,104660.0,104662.31,3.23781
2025-06-13 09:47:00,104662.31,104664.5,104626.34,104632.99,3.40274
2025-06-13 09:48:00,104632.99,104692.1,104632.99,104692.1,2.94034
2025-06-13 09:49:00,104692.11,104692.11,104649.67,104673.5,11.95553
2025-06-13 09:50:00,104673.5,104676.0,104656.99,104657.0,3.28446
2025-06-13 09:51:00,104656.99,104676.0,104649.51,104652.0,3.82062
2025-06-13 09:52:00,104652.01,104676.0,104633.31,104676.0,6.46269
2025-06-13 09:53:00,104676.0,104735.53,104675.99,104735.52,3.76827
2025-06-13 09:54:00,104735.52,104750.0,104712.48,104750.0,3.84264
2025-06-13 09:55:00,104749.99,104837.56,104749.99,104837.56,7.51003
2025-06-13 09:56:00,104837.56,104916.0,104837.55,104900.51,5.91316
2025-06-13 09:57:00,104900.5,104911.5,104852.5,104860.5,5.79586
2025-06-13 09:58:00,104860.49,104861.0,104813.39,104836.69,23.64072
2025-06-13 09:59:00,104836.68,104836.69,104817.0,104830.36,4.8473
2025-06-13 10:00:00,104830.36,104865.79,104821.99,104865.79,7.24516
2025-06-13 10:01:00,104865.78,104865.79,104835.0,104846.48,5.33843
2025-06-13 10:02:00,104846.49,104846.49,104700.75,104700.76,7.79361
2025-06-13 10:03:00,104700.75,104709.0,104670.22,104670.23,5.98262
2025-06-13 10:04:00,104670.23,104670.23,104628.0,104628.01,4.79715
2025-06-13 10:05:00,104628.0,104628.0,104425.79,104470.89,52.32741
2025-06-13 10:06:00,104470.88,104497.99,104464.57,104497.99,4.72112
2025-06-13 10:07:00,104497.99,104555.29,104497.98,104529.83,6.51622
2025-06-13 10:08:00,104529.83,104636.44,104529.83,104636.44,14.24379
2025-06-13 10:09:00,104636.44,104659.04,104620.81,104657.53,4.95999
2025-06-13 10:10:00,104657.54,104670.22,104657.53,104660.44,7.68558
2025-06-13 10:11:00,104660.45,104778.95,104660.45,104778.94,9.00514
2025-06-13 10:12:00,104778.95,104839.28,104748.0,104839.28,7.16913
2025-06-13 10:13:00,104839.27,104864.0,104790.0,104790.0,15.68089
2025-06-13 10:14:00,104790.0,104790.0,104692.1,104760.87,7.71193
2025-06-13 10:15:00,104761.0,104819.91,104760.29,104764.26,11.22258
2025-06-13 10:16:00,104764.25,104778.94,104704.57,104778.94,6.99882
2025-06-13 10:17:00,104778.94,104778.94,104604.61,104628.0,10.4975
2025-06-13 10:18:00,104627.99,104750.0,104627.99,104720.03,5.59075
2025-06-13 10:19:00,104720.03,104720.04,104648.68,104666.99,5.41748
2025-06-13 10:20:00,104667.0,104692.1,104609.16,104609.16,6.83245
2025-06-13 10:21:00,104609.16,104628.5,104605.94,104620.99,5.91704
2025-06-13 10:22:00,104620.99,104676.0,104620.99,104648.69,5.34741
2025-06-13 10:23:00,104648.69,104673.0,104648.68,104672.99,1.13321
2025-06-13 10:24:00,104673.0,104686.8,104659.16,104659.17,3.57175
2025-06-13 10:25:00,104659.16,104668.5,104648.68,104648.68,2.88901
2025-06-13 10:26:00,104648.68,104668.08,104633.0,104633.0,4.95545
2025-06-13 10:27:00,104633.01,104703.96,104633.0,104660.0,5.16926
2025-06-13 10:28:00,104660.0,104693.05,104656.0,104692.11,3.11999
2025-06-13 10:29:00,104692.1,104704.64,104664.0,104664.0,5.52892
2025-06-13 10:30:00,104664.0,104664.0,104614.2,104622.0,3.81681
2025-06-13 10:31:00,104622.0,104639.92,104611.34,104615.99,4.22092
2025-06-13 10:32:00,104616.0,104633.0,104601.0,104601.0,2.26586
2025-06-13 10:33:00,104601.01,104601.01,104518.42,104536.72,4.70682
2025-06-13 10:34:00,104536.72,104689.95,104536.71,104661.36,5.93894
2025-06-13 10:35:00,104661.36,104704.41,104661.35,104704.41,5.36496
2025-06-13 10:36:00,104704.4,104735.53,104704.4,104735.52,1.64134
2025-06-13 10:37:00,104735.53,104735.53,104689.65,104689.65,5.11082
2025-06-13 10:38:00,104689.65,104689.66,104638.59,104657.49,4.27758
2025-06-13 10:39:00,104657.5,104810.77,104615.13,104790.82,57.85078
2025-06-13 10:40:00,104790.83,104820.66,104790.82,104820.65,9.44223
2025-06-13 10:41:00,104820.66,104839.0,104802.36,104807.83,7.8709
2025-06-13 10:42:00,104807.82,104810.86,104778.94,104810.86,5.17946
2025-06-13 10:43:00,104810.86,104833.79,104810.85,104823.57,5.48525
2025-06-13 10:44:00,104823.57,104823.57,104774.98,104774.98,2.28522
2025-06-13 10:45:00,104774.99,104841.92,104774.98,104841.92,5.96774
2025-06-13 10:46:00,104841.92,104841.92,104796.01,104796.02,2.46178
2025-06-13 10:47:00,104796.01,104842.93,104781.47,104822.37,4.06249
2025-06-13 10:48:00,104822.37,104822.37,104723.4,104723.41,5.27425
2025-06-13 10:49:00,104723.4,104739.43,104660.0,104660.01,2.81726
2025-06-13 10:50:00,104660.0,104701.0,104611.02,104628.75,14.5361
2025-06-13 10:51:00,104628.75,104676.69,104623.92,104662.63,3.37981
2025-06-13 10:52:00,104662.63,104700.0,104662.62,104699.99,2.46094
2025-06-13 10:53:00,104700.0,104708.0,104692.1,104707.99,2.92762
2025-06-13 10:54:00,104707.99,104759.99,104707.99,104759.99,2.93185
2025-06-13 10:55:00,104759.99,104812.26,104759.99,104791.0,4.05362
2025-06-13 10:56:00,104791.01,104846.15,104791.0,104846.15,4.95295
2025-06-13 10:57:00,104846.15,104871.98,104839.99,104867.33,19.34043
2025-06-13 10:58:00,104867.34,104925.1,104867.33,104911.86,68.62829
2025-06-13 10:59:00,104911.86,104911.86,104874.0,104874.01,16.45438
2025-06-13 11:00:00,104874.0,104908.0,104874.0,104898.5,6.02672
2025-06-13 11:01:00,104898.51,104898.51,104804.51,104804.52,8.43257
2025-06-13 11:02:00,104804.52,104850.34,104804.51,104850.34,4.30704
2025-06-13 11:03:00,104850.34,104851.5,104822.36,104832.85,4.32549
2025-06-13 11:04:00,104832.84,104945.36,104828.0,104945.36,7.15949
2025-06-13 11:05:00,104945.36,104950.0,104925.4,104925.5,4.53497
2025-06-13 11:06:00,104925.51,104925.51,104896.5,104919.43,7.73415
2025-06-13 11:07:00,104919.43,104950.0,104919.42,104949.99,3.23326
2025-06-13 11:08:00,104950.0,105045.79,104949.99,105045.79,23.85516
2025-06-13 11:09:00,105045.79,105045.79,105016.99,105018.01,18.5106
2025-06-13 11:10:00,105018.01,105030.0,105018.01,105023.5,8.50184
2025-06-13 11:11:00,105023.01,105023.01,104952.63,104952.64,6.29711
2025-06-13 11:12:00,104952.63,104952.64,104874.51,104878.49,8.68278
2025-06-13 11:13:00,104878.5,104878.5,104811.03,104817.45,5.21656
2025-06-13 11:14:00,104817.45,104855.93,104810.38,104855.92,2.66867
2025-06-13 11:15:00,104855.93,104919.24,104855.92,104889.57,5.65692
2025-06-13 11:16:00,104889.58,104889.58,104855.92,104856.0,3.71788
2025-06-13 11:17:00,104855.99,104856.0,104776.06,104813.5,18.6803
2025-06-13 11:18:00,104813.5,104858.39,104813.49,104849.49,6.82679
2025-06-13 11:19:00,104849.49,104887.68,104833.79,104860.0,6.72204
2025-06-13 11:20:00,104860.0,104874.5,104836.5,104836.5,3.55717
2025-06-13 11:21:00,104836.5,104845.5,104776.09,104779.99,71.18896
2025-06-13 11:22:00,104780.0,104813.5,104780.0,104813.49,4.0094
2025-06-13 11:23:00,104813.5,104832.93,104786.89,104786.89,4.88821
2025-06-13 11:24:00,104786.89,104801.0,104756.01,104799.74,7.27293
2025-06-13 11:25:00,104799.51,104803.5,104796.08,104797.87,2.28341
2025-06-13 11:26:00,104797.87,104797.88,104721.28,104721.29,2.91929
2025-06-13 11:27:00,104721.28,104727.0,104708.9,104727.0,2.79068
2025-06-13 11:28:00,104727.35,104748.2,104698.71,104710.46,13.10025
2025-06-13 11:29:00,104710.47,104742.98,104710.46,104742.98,1.35802
2025-06-13 11:30:00,104742.98,104804.17,104730.0,104804.17,6.15448
2025-06-13 11:31:00,104804.17,104865.25,104804.16,104855.38,10.68444
2025-06-13 11:32:00,104855.39,104867.0,104821.66,104821.66,7.96699
2025-06-13 11:33:00,104821.66,104821.67,104719.79,104719.8,11.41115
2025-06-13 11:34:00,104719.8,104719.8,104648.68,104665.5,7.88947
2025-06-13 11:35:00,104665.5,104774.01,104665.5,104764.0,8.95486
2025-06-13 11:36:00,104764.0,104811.21,104764.0,104811.2,2.03604
2025-06-13 11:37:00,104811.21,104832.82,104763.59,104763.59,7.23205
2025-06-13 11:38:00,104763.6,104763.6,104643.91,104643.91,10.60152
2025-06-13 11:39:00,104643.91,104731.53,104640.0,104731.53,8.33675
2025-06-13 11:40:00,104731.52,104800.0,104731.52,104757.07,7.59197
2025-06-13 11:41:00,104757.07,104757.08,104738.5,104738.51,2.41186
2025-06-13 11:42:00,104738.5,104784.51,104738.5,104767.95,3.17594
2025-06-13 11:43:00,104767.96,104878.4,104767.96,104878.4,8.94221
2025-06-13 11:44:00,104878.39,104907.89,104875.45,104907.89,7.47558
2025-06-13 11:45:00,104907.88,104914.95,104907.88,104914.95,2.831
2025-06-13 11:46:00,104915.74,104935.36,104915.74,104935.36,5.08607
2025-06-13 11:47:00,104935.35,104935.36,104909.21,104924.35,5.16241
2025-06-13 11:48:00,104924.35,104924.35,104898.74,104908.25,9.01823
2025-06-13 11:49:00,104908.24,104908.25,104892.26,104892.27,3.93146
2025-06-13 11:50:00,104892.26,104892.26,104840.02,104857.63,4.68954
2025-06-13 11:51:00,104857.64,104930.41,104857.63,104918.0,5.65023
2025-06-13 11:52:00,104918.0,104918.92,104901.03,104903.94,3.54201
2025-06-13 11:53:00,104903.94,104930.03,104903.93,104930.03,1.80201
2025-06-13 11:54:00,104930.03,105045.79,104923.76,105045.78,45.16629
2025-06-13 11:55:00,105045.79,105045.79,105019.29,105022.28,22.0449
2025-06-13 11:56:00,105022.29,105022.29,104974.37,104974.38,14.71348
2025-06-13 11:57:00,104974.38,104987.27,104952.63,104987.27,4.85302
2025-06-13 11:58:00,104987.27,104995.57,104980.0,104989.99,2.4638
2025-06-13 11:59:00,104989.98,105039.48,104989.98,105039.48,6.23242
2025-06-13 12:00:00,105039.48,105039.48,105010.35,105018.37,4.21065
2025-06-13 12:01:00,105018.38,105018.38,104952.64,104952.65,8.1817
2025-06-13 12:02:00,104952.65,104996.06,104935.87,104996.06,8.21004
2025-06-13 12:03:00,104996.06,105036.2,104996.05,105015.39,9.97391
2025-06-13 12:04:00,105015.39,105066.66,105006.83,105041.44,40.1525
2025-06-13 12:05:00,105041.77,105066.34,105003.01,105003.01,24.80824
2025-06-13 12:06:00,105003.02,105012.28,104996.05,105012.28,14.16537
2025-06-13 12:07:00,105012.28,105080.66,105012.27,105017.97,32.08047
2025-06-13 12:08:00,105017.96,105056.01,104961.39,105047.12,16.16334
2025-06-13 12:09:00,105047.11,105082.9,105047.11,105082.9,5.38794
2025-06-13 12:10:00,105082.9,105126.32,105082.89,105100.26,14.47068
2025-06-13 12:11:00,105100.25,105105.5,105074.37,105105.5,5.30998
2025-06-13 12:12:00,105105.49,105140.0,105102.59,105140.0,10.44747
2025-06-13 12:13:00,105140.0,105169.74,105126.31,105169.74,20.01626
2025-06-13 12:14:00,105169.73,105183.21,105169.73,105180.22,3.91438
2025-06-13 12:15:00,105180.23,105240.0,105180.22,105213.99,22.15437
2025-06-13 12:16:00,105213.99,105290.14,105188.93,105256.04,25.92279
2025-06-13 12:17:00,105256.03,105259.72,105110.41,105110.41,13.14056
2025-06-13 12:18:00,105110.41,105110.42,105007.29,105059.91,37.93578
2025-06-13 12:19:00,105059.9,105059.9,105000.0,105008.72,7.22859
2025-06-13 12:20:00,105008.81,105082.9,104984.49,105021.11,10.71022
2025-06-13 12:21:00,105021.11,105058.62,104980.85,105058.62,9.95862
2025-06-13 12:22:00,105058.62,105113.78,105035.82,105071.77,71.74594
2025-06-13 12:23:00,105071.77,105080.87,104994.76,105014.47,14.78258
2025-06-13 12:24:00,105014.46,105130.93,105014.46,105070.0,23.46437
2025-06-13 12:25:00,105070.0,105137.06,105029.93,105137.05,7.9603
2025-06-13 12:26:00,105137.06,105150.51,105064.27,105124.45,13.97189
2025-06-13 12:27:00,105124.44,105136.77,105089.6,105096.38,24.67147
2025-06-13 12:28:00,105096.38,105107.99,105065.71,105094.02,4.37297
2025-06-13 12:29:00,105094.02,105104.91,105044.83,105049.99,7.99061
2025-06-13 12:30:00,105050.0,105073.82,105039.47,105064.88,4.11552
2025-06-13 12:31:00,105066.35,105116.44,105064.0,105116.44,4.21828
2025-06-13 12:32:00,105116.44,105180.0,105110.79,105180.0,14.49489
2025-06-13 12:33:00,105179.99,105180.0,105100.0,105100.0,9.44786
2025-06-13 12:34:00,105100.0,105100.0,105008.8,105008.81,16.79609
2025-06-13 12:35:00,105008.81,105081.8,105008.8,105081.8,5.65833
2025-06-13 12:36:00,105081.8,105081.8,104973.78,104973.79,11.7552
