ts,open,high,low,close,volume,signal
2025-06-02 00:00:00,105642.93,105647.78,105584.75,105635.18,31.02859,
2025-06-02 00:05:00,105635.19,105657.29,105506.19,105654.77,57.47371,HOLD
2025-06-02 00:10:00,105654.76,105735.42,105528.3,105584.49,64.90248,HOLD
2025-06-02 00:15:00,105584.48,105656.88,105469.22,105523.81,47.10553,HOLD
2025-06-02 00:20:00,105523.81,105591.89,105404.31,105538.51,56.16157,HOLD
2025-06-02 00:25:00,105538.53,105575.7,105476.19,105476.19,42.04847,HOLD
2025-06-02 00:30:00,105476.2,105575.25,105457.01,105489.04,31.662,HOLD
2025-06-02 00:35:00,105489.04,105543.36,105442.62,105543.34,22.49928,HOLD
2025-06-02 00:40:00,105543.35,105577.35,105481.13,105552.86,25.19953,HOLD
2025-06-02 00:45:00,105552.86,105560.98,105472.0,105475.29,17.55909,HOLD
2025-06-02 00:50:00,105475.29,105539.0,105442.46,105449.01,21.32477,HOLD
2025-06-02 00:55:00,105449.01,105453.83,105420.53,105427.48,15.47302,HOLD
2025-06-02 01:00:00,105427.48,105476.0,105427.48,105452.89,43.25225,HOLD
2025-06-02 01:05:00,105452.89,105560.98,105440.0,105511.01,34.55874,HOLD
2025-06-02 01:10:00,105511.01,105629.99,105511.01,105629.98,21.43188,HOLD
2025-06-02 01:15:00,105629.99,105629.99,105515.7,105547.26,24.26409,HOLD
2025-06-02 01:20:00,105547.27,105658.38,105512.19,105603.59,40.10807,HOLD
2025-06-02 01:25:00,105603.58,105603.59,105443.5,105469.0,29.15239,HOLD
2025-06-02 01:30:00,105469.0,105469.01,105384.88,105391.93,30.08191,HOLD
2025-06-02 01:35:00,105391.93,105443.26,105360.99,105364.69,25.33834,HOLD
2025-06-02 01:40:00,105364.69,105386.8,105349.63,105386.79,50.49437,HOLD
2025-06-02 01:45:00,105386.8,105420.0,105376.99,105409.78,20.34189,HOLD
2025-06-02 01:50:00,105409.78,105430.84,105394.3,105405.7,30.67621,HOLD
2025-06-02 01:55:00,105405.71,105414.64,105386.53,105388.59,18.4343,HOLD
2025-06-02 02:00:00,105388.58,105414.64,105285.37,105285.37,38.0626,HOLD
2025-06-02 02:05:00,105285.37,105329.16,105222.56,105230.26,40.87963,HOLD
2025-06-02 02:10:00,105230.26,105241.66,105203.35,105239.16,39.11446,HOLD
2025-06-02 02:15:00,105239.17,105265.81,105192.58,105192.59,20.04625,HOLD
2025-06-02 02:20:00,105192.58,105199.99,105160.0,105167.25,41.66905,HOLD
2025-06-02 02:25:00,105167.25,105307.59,105135.26,105274.95,84.442,HOLD
2025-06-02 02:30:00,105274.95,105280.83,105174.81,105228.24,45.32764,HOLD
2025-06-02 02:35:00,105228.24,105234.4,105180.38,105234.39,24.57355,HOLD
2025-06-02 02:40:00,105234.4,105347.77,105234.39,105308.04,51.00536,HOLD
2025-06-02 02:45:00,105308.04,105317.08,105170.73,105184.22,25.53541,HOLD
2025-06-02 02:50:00,105184.21,105184.21,105050.0,105077.52,58.49015,HOLD
2025-06-02 02:55:00,105077.52,105082.75,105019.05,105026.98,31.08691,HOLD
2025-06-02 03:00:00,105026.97,105055.1,104920.67,104920.68,62.2654,HOLD
2025-06-02 03:05:00,104920.67,104920.68,104857.75,104862.27,58.25148,HOLD
2025-06-02 03:10:00,104862.27,104862.27,104780.48,104794.19,69.24719,HOLD
2025-06-02 03:15:00,104794.18,104857.15,104682.92,104686.02,78.73025,HOLD
2025-06-02 03:20:00,104686.02,104759.02,104571.42,104759.01,78.1836,HOLD
2025-06-02 03:25:00,104759.02,104820.0,104740.0,104819.98,32.50671,HOLD
2025-06-02 03:30:00,104819.98,104893.24,104811.87,104857.19,58.65846,HOLD
2025-06-02 03:35:00,104857.18,104904.77,104838.77,104904.04,37.10449,HOLD
2025-06-02 03:40:00,104904.04,104999.99,104904.03,104940.0,43.72662,HOLD
2025-06-02 03:45:00,104940.01,104975.61,104887.28,104905.61,21.42753,HOLD
2025-06-02 03:50:00,104905.61,104905.62,104829.26,104840.02,29.77139,HOLD
2025-06-02 03:55:00,104840.01,104878.02,104829.26,104829.27,16.89652,HOLD
2025-06-02 04:00:00,104829.27,104920.96,104820.96,104846.44,28.37403,HOLD
2025-06-02 04:05:00,104846.45,104858.85,104745.72,104745.73,25.85924,HOLD
2025-06-02 04:10:00,104745.72,104904.77,104734.09,104904.76,18.90785,HOLD
2025-06-02 04:15:00,104904.77,104997.06,104895.98,104912.94,28.63342,HOLD
2025-06-02 04:20:00,104912.95,104939.32,104912.94,104932.06,12.72619,HOLD
2025-06-02 04:25:00,104932.07,104932.07,104898.31,104918.36,8.81298,HOLD
2025-06-02 04:30:00,104918.36,104977.59,104909.05,104977.59,12.72222,HOLD
2025-06-02 04:35:00,104977.58,104977.59,104895.98,104895.98,19.39668,HOLD
2025-06-02 04:40:00,104895.98,104939.27,104889.37,104898.24,35.43327,HOLD
2025-06-02 04:45:00,104898.24,104926.83,104878.04,104890.99,32.19912,HOLD
2025-06-02 04:50:00,104890.99,104890.99,104700.03,104700.04,24.43446,HOLD
2025-06-02 04:55:00,104700.04,104765.48,104700.03,104765.48,15.10851,HOLD
2025-06-02 05:00:00,104765.48,104817.14,104684.99,104739.49,24.09891,HOLD
2025-06-02 05:05:00,104739.49,104875.45,104739.49,104875.44,13.92134,HOLD
2025-06-02 05:10:00,104875.44,104918.04,104875.44,104915.09,20.82803,HOLD
2025-06-02 05:15:00,104915.09,104915.09,104747.58,104747.59,28.30497,HOLD
2025-06-02 05:20:00,104747.59,104804.97,104731.7,104804.96,14.36465,HOLD
2025-06-02 05:25:00,104804.96,104833.8,104795.29,104801.48,11.58183,HOLD
2025-06-02 05:30:00,104801.47,104828.3,104708.37,104746.41,17.92769,HOLD
2025-06-02 05:35:00,104746.41,104770.93,104679.24,104701.02,29.08738,HOLD
2025-06-02 05:40:00,104701.01,104740.01,104682.92,104682.92,17.25239,HOLD
2025-06-02 05:45:00,104682.92,104774.12,104610.13,104765.57,44.17887,HOLD
2025-06-02 05:50:00,104765.58,104795.33,104733.5,104784.31,15.49479,HOLD
2025-06-02 05:55:00,104784.3,104833.8,104784.3,104833.79,7.81912,HOLD
2025-06-02 06:00:00,104833.79,104947.01,104796.6,104931.43,41.19808,HOLD
2025-06-02 06:05:00,104931.43,104935.02,104846.99,104876.46,15.85875,HOLD
2025-06-02 06:10:00,104876.47,104876.47,104811.82,104849.62,15.61917,HOLD
2025-06-02 06:15:00,104849.63,104849.63,104732.38,104749.11,17.20234,HOLD
2025-06-02 06:20:00,104749.12,104900.0,104749.11,104899.99,32.09534,HOLD
2025-06-02 06:25:00,104900.0,104975.61,104889.96,104947.52,52.14258,HOLD
2025-06-02 06:30:00,104947.52,104984.83,104909.03,104938.28,48.47766,HOLD
2025-06-02 06:35:00,104938.28,104962.27,104892.28,104962.26,37.00135,HOLD
2025-06-02 06:40:00,104962.27,105172.0,104962.27,105151.39,87.44138,BUY
2025-06-02 06:45:00,105151.4,105266.87,105107.63,105198.5,48.63996,HOLD
2025-06-02 06:50:00,105198.5,105237.98,105170.73,105170.74,52.34773,HOLD
2025-06-02 06:55:00,105170.74,105170.74,105103.86,105162.38,22.556,HOLD
2025-06-02 07:00:00,105162.39,105327.61,105162.38,105317.08,27.50091,HOLD
2025-06-02 07:05:00,105317.07,105345.82,105293.04,105294.41,24.84125,HOLD
2025-06-02 07:10:00,105294.41,105328.06,105268.29,105290.51,27.63863,HOLD
2025-06-02 07:15:00,105290.51,105379.24,105264.81,105355.84,50.02663,HOLD
2025-06-02 07:20:00,105355.85,105405.39,105343.54,105362.06,30.95499,HOLD
2025-06-02 07:25:00,105362.05,105365.86,105269.29,105273.18,22.80538,HOLD
2025-06-02 07:30:00,105273.18,105273.18,105207.69,105249.1,35.84713,HOLD
2025-06-02 07:35:00,105249.1,105338.13,105189.32,105338.13,27.17377,HOLD
2025-06-02 07:40:00,105338.12,105433.97,105285.72,105433.97,41.53003,HOLD
2025-06-02 07:45:00,105433.96,105438.87,105323.55,105348.15,26.90719,HOLD
2025-06-02 07:50:00,105348.15,105365.86,105337.7,105353.17,15.22526,HOLD
2025-06-02 07:55:00,105353.17,105387.68,105300.97,105387.67,16.12839,HOLD
2025-06-02 08:00:00,105387.67,105447.77,105356.57,105433.97,30.88212,HOLD
2025-06-02 08:05:00,105433.96,105580.0,105433.96,105482.88,71.89351,HOLD
2025-06-02 08:10:00,105482.89,105537.15,105429.56,105520.0,34.46123,HOLD
2025-06-02 08:15:00,105519.99,105548.0,105450.92,105450.92,35.13047,HOLD
2025-06-02 08:20:00,105450.92,105571.43,105445.32,105563.85,26.37269,HOLD
2025-06-02 08:25:00,105563.84,105935.63,105553.18,105811.13,140.79037,HOLD
